name,reviews
Debra Corriea,"Unfortunately I can't give a good review. I was a moneylion user, and one in good standing at that.i always paid back on time and worked my advance total up. But then the app asked me to ID verify. I had no problem with this. I took the photo of my id. The app wouldn't accept the photo. I tried uploading five times to get the same result. After the money lion app wouldn't accept my id they disqualified me. I have spoken to first level customer service and they say there's nothing they can do. I asked for contact by a supervisor who can give me an explanation of the problem. They wouldn't do that either. I asked to close my account and to take my information out of their system since I can't use it. They won't do that either. So basically I have a useless app on my phone that I can't get rid of or use. No communication to understand the problem and possibly resolve it. All they left me with is a struggle. That money helped my family in between checks and it hurt us when it dried up for no reason. Frankly I'm angry about it and I want a resolution. Either the account closed and deleted or the problem fixed. Certainly since I am not the cause of the problem in the first place."
vernon johnson,Great service and a pleasure to work with you!
Gianna Moate,Super helpful and easy to use. Low monthly payments and overall amazing customer service.
Treena Lewis,"As a veteran I’ve had to look for a bank that has everything I need as my work keeps me traveling even in my civilian life now. I’ve had usaa navy fed, chime etc. MoneyLion checks all the boxes. best bank I’ve had since I was 17yo. Hopefully I can win one of their contest soon. Credit Karma is in the running for #1 but I’ll stick with MoneyLion for now."
Danielle Bryant,I have only had 1 issue with moneylion since I got an account and once it got squared away everything else has been awsome
Matthew Skinner,"I absolutely love MoneyLion. Unlike other payday loans that start you off with a little help, after you have to pay a membership with them, which in turn, you'll be paying them to get a loan.  MoneyLion started me out with a loan that helped me out. Anyone considering a loan, check MoneyLion out first, you don't be disappointed."
Bryton Smith,"I had fraudulent charges on my account, I asked for help I asked for a replacement debit card which I have not received. I investigated myself and found that these charges were a fraud but your investigation team said they couldn't find anything wrong. I had two high charges on my account, I want my money returned. I've been a good customer with MoneyLion and I feel this wasn't handled correctly."
Ej Ejizzle Henderson,"This is a great way to improve your credit,get a cheap loan and a way to make it between paydays...I had it for like 3 or 4 years and it's awesome 👌"
Melissa garcia,App is very helpful..easy to use and I was able to get a cash advance with no hassle
janette marshall-dowdy,Working with money lion has always been a positive experience. I find the app is very easy to navigate. And if I need to call the people are extremely helpful thank you money lion
Amanda,Blaire was absolutely wonderful and her customer service was impeccable! She went above and beyond assisting us and made our experience stress free. She represents your company as good as anyone could and should be held to the highest standards that you can award a representative thank you
DeAnna,My conversation with the representative was very good they were very professional and know their job very well I wish all companies would have employees like that but that said I love Moneyline
Ashley Toms,Amazing banking app. Loving it.Also keeps hitting me with financial knowledge. This app is the best I highly reccomend
Laura McMillin,Detailed n helpful. Easy to use
Lizzie Rushing,I really love Moneylion they are a very great resource system and reliable and also have been there in hard times of needs for me and my family I would definitely recommend and have to family and friends...Thanks Moneylion glad I discovered them
MJ,"MoneyLion is the most amazing thing that ever happened to me! Now, I am always worry free, knowing that ML is with me all the time. Big thanks, YOU ROAR!!!"
M C,"I've been using this app for a few years. Great way to save, get extra money if needed and credit builder loan."
kiana,Fantastic can’t complain
Matheo Ringstad,"MoneyLion is amazing! Instacash, investments, and the credit builder are extremely helpful! Very much recommend!"
Shelia Muhammad,Works for out great me! Even got a loan thru the app plus instant cash!
maria nunez,"Follow the tour of their app and their services.  There's a ""wealth"" of critical financial information everyone needs to know to become a better money manager.  The tools will help you keep track of your spending and find ways for you to actually save money.  Open the app daily and you will learn more about money, finances and investments  than you ever thought you would.  I love MoneyLion!!"
Deion Jackson,New to the app
Amanda Lazenby,When I’m short cash during the week MoneyLion always comes in handy. I would recommend this app to anyone.
Emmanuel Hamoy,Such a great bank. They always have me on time with my instacash payments
Kevin Kellett,"This has been the absolute best thing I’ve done to help my financial situation and get my life back on the right path! Everything is so much easier, no overdraft fees, extra money if u need it, some of the offers they have has helped my credit score go up 50pts in 2mths. I definitely would suggest this app and company to everyone who is struggling right now!!!! Love it!!!!!!"
Zena Ruiz,I was recently surprised that I qualified for a credit builder loan. It wasn’t much but as I am in the process of restoring my credit the loan was welcome. It has a reasonable payment plan and the good it will do for my credit is much needed
Zach Stanley,I love the instacash feature as when you don’t have any money till payday is nice to have!
Johnkidd,"Absolutely amazing, no complaints over here, other than moneylion does not have a bank in the state of Arkansas."
Rivr Mcclusky,It was different but great
Ashley Clark,Great everything what you need what you own
Jackie Gilbert,Love money lion besides not going getting my paycheck 2 days early .. that be cap with a lot of financial services lmao everything else is wonderful will absolutely be with money lion forever .. next they need to work on having business account for us self employed people 💯💪💯💪
Pamela Hansen Eatherton,When you call you get someone that sits at home and youb ask for a
